"Hello! This is the working master, without EPIC.",,,,,,,,,,,,,,
Anything broken will say so in the leftmost column. These likely need to be fixed manually.,,,,,,,,,,,,,,
"I can get a script set up to automatically pull tracts, but I'm not sure about blocks. I didn't look into this much when I made the master.",,,,,,,,,,,,,,
"The same lookup for the tract is the same lookup for the api pull, though, so it might be likely.",,,,,,,,,,,,,,
Oldest tree:,196,,,,,,,,,,,,,
Biggest tree:,192,"<- Though, one is just ""VERY BIG""...",,,,,,,,,,there are some values in L,,
1456,W,GRANVILLE,,,87,SILVER MAPLE,27.7,3.0,83,ENN-NEON,,,,
1456,W,GRANVILLE,,,84,SILVER MAPLE,26.8,3.0,80,ENN-NEON,,,,
1510,W,GRANVILLE,,,67,HONEY LOCUST,21.3,3.0,64,ENN-NEON,,,,
1520,W,GRANVILLE,,,61,HONEY LOCUST,19.4,3.0,58,ENN-NEON,,,,
1524,W,GRANVILLE,,,54,SILVER MAPLE,17.2,3.0,52,ENN-NEON,,,,
1526,W,GRANVILLE,,,54,HONEY LOCUST,17.2,3.0,52,ENN-NEON,,,,
BROKEN! NEEDS FIXING: 6200,N,BROADWAY,,,,,,,,ENN-NEON,NO SIZE HERITAGE TREES,,,
BROKEN! NEEDS FIXING: 6300,N,BROADWAY,,,,,,,,ENN-NEON,NO SIZE HERITAGE TREES,,,
6309,N,CLARK,,,68,AMERICAN ELM,21.7,4.0,87,ENN-NEON,,,,
6339,N,CLARK,,,91,AMERICAN ELM,29,4.0,116,ENN-NEON,,,,
BROKEN! NEEDS FIXING: 1200,N,DEVON,,,,,,,,ENN-NEON,NO HERTITAGE SIZE TREES,,,
BROKEN! NEEDS FIXING: 1300,N,DEVON,,,,,,,,ENN-NEON,NO HERITAGE SIZE TREES,,,
BROKEN! NEEDS FIXING: 1400,N,DEVON,,,,,,,,ENN-NEON,NO HERITAGE SIZE TREES,,,
BROKEN! NEEDS FIXING: 1500,N,DEVON,,,,,,,,ENN-NEON,NO HERITAGE SIZE TREES,,,END ENN-NEON
1244,W,BRYN MAWR,,,72,GREEN ASH,22.9,5.0,115,ETNA,,,,BEGIN ETNA
1260,W,BRYN MAWR,,,59,NORWAY MAPLE,18.8,4.5,85,ETNA,,,,
1300,W,BRYN MAWR,,,143,WHITE MULBERRY,45.5,2.3,105,ETNA,,,,
BROKEN! NEEDS FIXING: 1302,W,BRYN MAWR,,,77,AMERICAN BASSWEED,24.5,,0,ETNA,,,,
1304,W,BRYN MAWR,,,68,CATALPA,21.7,2.0,43,ETNA,,,,
1310,W,BRYN MAWR,,,114,SIVER MAPLE,36.3,3.0,109,ETNA,,,,
1332,W,BRYN MAWR,,,67,SYCAMORE,21.3,4.0,85,ETNA,,,,
BROKEN! NEEDS FIXING:,W,BRYN MAWR,,,83,SIBERIAN ELM,26.4,2.0,53,ETNA,,,,
1354,W,BRYN MAWR,,,75,SILVER MAPLE,23.9,3.0,72,ETNA,,,,
1412,W,BRYN MAWR,,,129,SILVER MAPLE,41.1,3.0,123,ETNA,,,,
1416,W,BRYN MAWR,,,65,SILVER MAPLE,20.7,3.0,62,ETNA,,,,
1420,W,BRYN MAWR,,,67,HONEY LOCUST,21.3,3.0,64,ETNA,,,,
1422,W,BRYN MAWR,,,88,HONEY LOCUST,28,3.0,84,ETNA,,,,
BROKEN! NEEDS FIXING: 1434,W,BRYN MAWR,,,79,HACKBERRY,25.2,,0,ETNA,,,,
1446,W,BRYN MAWR,,,66,SIBERIAN ELM,21,2.0,42,ETNA,,,,
1448,W,BRYN MAWR,,,87,HONEY LOCUST,27.7,3.0,83,ETNA,,,,
1454,W,BRYN MAWR,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1458,W,BRYN MAWR,,,70,HONEY LOCUST,22.3,3.0,67,ETNA,,,,
1502,W,BRYN MAWR,,,85,HONEY LOCUST,27.1,3.0,81,ETNA,,,,
BROKEN! NEEDS FIXING: 1506,W,BRYN MAWR,,,69,,22,2.0,44,ETNA,,,,
1416,W,OLIVE,,,83,HONEY LOCUST,26.4,3.0,79,ETNA,,,,
1416,W,OLIVE,,,58,NORWAY MAPLE,18.5,4.5,83,ETNA,,,,
1440,W,OLIVE,,,55,NORWAY MAPLE,17.5,4.5,79,ETNA,,,,
1448,W,OLIVE,,,59,NORWAY MAPLE,18.8,4.5,85,ETNA,,,,
1450,W,OLIVE,,,58,NORWAY MAPLE,18.5,4.5,83,ETNA,,,,
1464,W,OLIVE,,,57,NORWAY MAPLE,18.2,4.5,82,ETNA,,,,
1504,W,OLIVE,,,89,SILVER MAPLE,28.3,3.0,85,ETNA,,,,
1512,W,OLIVE,,,59,SILVER MAPLE,18.8,3.0,56,ETNA,,,,
1520,W,OLIVE,,,58,GREEN ASH,18.5,5.0,93,ETNA,,,,
1519,W,OLIVE,,,78,SILVER MAPLE,24.8,3.0,74,ETNA,,,,
1505,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,ETNA,,,,
1461,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,ETNA,,,,
1453,W,OLIVE,,,83,HONEY LOCUST,26.4,3.0,79,ETNA,,,,
1447,W,OLIVE,,,61,NORWAY MAPLE,19.4,4.5,87,ETNA,,,,
1419,W,OLIVE,,,76,HONEY LOCUST,24.2,3.0,73,ETNA,,,,
1415,W,OLIVE,,,53,NORWAY MAPLE,16.9,4.5,76,ETNA,,,,
1437,W,HOLLYWOOD,,,91,HONEY LOCUST,29,3.0,87,ETNA,,,,
1431,W,HOLLYWOOD,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1429,W,HOLLYWOOD,,,91,SILVER MAPLE,29,3.0,87,ETNA,,,,
1425,W,HOLLYWOOD,,,96,SILVER MAPLE,30.6,3.0,92,ETNA,,,,
1423,W,HOLLYWOOD,,,90,SIBERIAN ELM,28.7,2.0,57,ETNA,,,,
1419,W,HOLLYWOOD,,,67,HONEY LOCUST,21.3,3.0,64,ETNA,,,,
1411,W,HOLLYWOOD,,,71,HONEY LOCUST,22.6,3.0,68,ETNA,,,,
1407,W,HOLLYWOOD,,,82,SILVER MAPLE,26.1,3.0,78,ETNA,,,,
1401,W,HOLLYWOOD,,,60,OAK,19.1,2.0,38,ETNA,,,,
1343,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3.0,72,ETNA,,,,
1341,W,HOLLYWOOD,,,82,HONEY LOCUST,26.1,3.0,78,ETNA,,,,
1331,W,HOLLYWOOD,,,97,SILVER MAPLE,30.9,3.0,93,ETNA,,,,
1321,W,HOLLYWOOD,,,49,GREEN ASH,15.6,5.0,78,ETNA,,,,
1315,W,HOLLYWOOD,,,75,SIBERIAN ELM,23.9,2.0,48,ETNA,,,,
1316,W,HOLLYWOOD,,,105,SILVER MAPLE,33.4,3.0,100,ETNA,,,,
1318,W,HOLLYWOOD,,,94,SILVER MAPLE,29.9,3.0,90,ETNA,,,,
1320,W,HOLLYWOOD,,,76,SILVER MAPLE,24.2,3.0,73,ETNA,,,,
BROKEN! NEEDS FIXING: 1330,W,HOLLYWOOD,,,58,UNIDENTIFIABLE,18.5,,0,ETNA,,,,
1338,W,HOLLYWOOD,,,65,GREEN ASH,20.7,5.0,104,ETNA,,,,
1340,W,HOLLYWOOD,,,59,GREEN ASH,18.8,5.0,94,ETNA,,,,
1404,W,HOLLYWOOD,,,90,SILVER MAPLE,28.7,3.0,86,ETNA,,,,
1420,W,HOLLYWOOD,,,82,HONEY LOCUST,26.1,3.0,78,ETNA,,,,
1436,W,HOLLYWOOD,,,63,HONEY LOCUST,20.1,3.0,60,ETNA,,,,
1438,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3.0,72,ETNA,,,,
1438,W,HOLLYWOOD,,,103,HONEY LOCUST,32.8,3.0,98,ETNA,,,,
1444,W,HOLLYWOOD,,,75,HONEY LOCUST,23.9,3.0,72,ETNA,,,,
1448,W,HOLLYWOOD,,,77,HONEY LOCUST,24.5,3.0,74,ETNA,,,,
1454,W,HOLLYWOOD,,,80,HONEY LOCUST,25.5,3.0,77,ETNA,,,,
BROKEN! NEEDS FIXING: 1458,W,HOLLYWOOD,,,59,AMERICAN BASSWEED,18.8,,0,ETNA,,,,
1500,W,HOLLYWOOD,,,72,HONEY LOCUST,22.9,3.0,69,ETNA,,,,
1506,W,HOLLYWOOD,,,60,SILVER MAPLE,19.1,3.0,57,ETNA,,,,
1512,W,HOLLYWOOD,,,99,HONEY LOCUST,31.5,3.0,95,ETNA,,,,
1520,W,HOLLYWOOD,,,95,HONEY LOCUST,30.3,3.0,91,ETNA,,,,
1522,W,HOLLYWOOD,,,99,HONEY LOCUST,31.5,3.0,95,ETNA,,,,
1525,W,HOLLYWOOD,,,60,NORWAY MAPLE,19.1,4.5,86,ETNA,,,,
1517,W,HOLLYWOOD,,,92,HONEY LOCUST,29.3,3.0,88,ETNA,,,,
BROKEN! NEEDS FIXING: 1513,W,HOLLYWOOD,,,59,AMERICAN BASSWEED,18.8,,0,ETNA,,,,
1501,W,HOLLYWOOD,,,84,HONEY LOCUST,26.8,3.0,80,ETNA,,,,
1465,W,HOLLYWOOD,,,68,HONEY LOCUST,21.7,3.0,65,ETNA,,,,
1459,W,HOLLYWOOD,,,65,HONEY LOCUST,20.7,3.0,62,ETNA,,,,
1455,W,HOLLYWOOD,,,73,HONEY LOCUST,23.2,3.0,70,ETNA,,,,
1443,W,HOLLYWOOD,,,80,HONEY LOCUST,25.5,3.0,77,ETNA,,,,
1441,W,HOLLYWOOD,,,87,HONEY LOCUST,27.7,3.0,83,ETNA,,,,
1400,W,EDGEWATER,,,62,SILVER MAPLE,19.7,3.0,59,ETNA,,,,
1404,W,EDGEWATER,,,84,SILVER MAPLE,26.8,3.0,80,ETNA,,,,
1416,W,EDGEWATER,,,120,SILVER MAPLE,38.2,3.0,115,ETNA,,,,
1420,W,EDGEWATER,,,65,SILVER MAPLE,20.7,3.0,62,ETNA,,,,
1422,W,EDGEWATER,,,86,SILVER MAPLE,27.4,3.0,82,ETNA,,,,
1426,W,EDGEWATER,,,124,SIBERIAN ELM,39.5,2.0,79,ETNA,,,,
1430,W,EDGEWATER,,,102,SILVER MAPLE,32.5,3.0,98,ETNA,,,,
1440,W,EDGEWATER,,,104,SILVER MAPLE,33.1,3.0,99,ETNA,,,,
1442,W,EDGEWATER,,,95,SILVER MAPLE,30.3,3.0,91,ETNA,,,,
1448,W,EDGEWATER,,,80,HONEY LOCUST,25.5,3.0,77,ETNA,,,,
1452,W,EDGEWATER,,,82,SILVER MAPLE,26.1,3.0,78,ETNA,,,,
1458,W,EDGEWATER,,,81,CATALPA,25.8,2.0,52,ETNA,,,,
1420,W,EDGEWATER,,,65,SILVER MAPLE,20.7,3.0,62,ETNA,,,,
1422,W,EDGEWATER,,,86,SILVER MAPLE,27.4,3.0,82,ETNA,,,,
1426,W,EDGEWATER,,,124,SIBERIAN ELM,39.5,2.0,79,ETNA,,,,
1430,W,EDGEWATER,,,102,SILVER MAPLE,32.5,3.0,98,ETNA,,,,
1440,W,EDGEWATER,,,104,SILVER MAPLE,33.1,3.0,99,ETNA,,,,
1442,W,EDGEWATER,,,95,SILVER MAPLE,30.3,3.0,91,ETNA,,,,
1448,W,EDGEWATER,,,80,HONEY LOCUST,25.5,3.0,77,ETNA,,,,
1452,W,EDGEWATER,,,82,SILVER MAPLE,26.1,3.0,78,ETNA,,,,
1458,W,EDGEWATER,,,81,CATALPA,25.8,2.0,52,ETNA,,,,
1462,W,EDGEWATER,,,92,SILVER MAPLE,29.3,3.0,88,ETNA,,,,
1500,W,EDGEWATER,,,73,SILVER MAPLE,23.2,3.0,70,ETNA,,,,
1502,W,EDGEWATER,,,75,AMERICAN ELM,23.9,4.0,96,ETNA,,,,
1514,W,EDGEWATER,,,90,CATALPA,28.7,2.0,57,ETNA,,,,
1516,W,EDGEWATER,,,75,HONEY LOCUST,23.9,3.0,72,ETNA,,,,
1556,W,EDGEWATER,,,93,SIBERIAN ELM,29.6,2.0,59,ETNA,,,,
1560,W,EDGEWATER,,,76,SILVER MAPLE,24.2,3.0,73,ETNA,,,,
1525,W,EDGEWATER,,,91,HONEY LOCUST,29,3.0,87,ETNA,,,,
1523,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1511,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1509,W,EDGEWATER,,,64,SILVER MAPLE,20.4,3.0,61,ETNA,,,,
1507,W,EDGEWATER,,,107,SILVER MAPLE,34.1,3.0,102,ETNA,,,,
1501,W,EDGEWATER,,,99,SILVER MAPLE,31.5,3.0,95,ETNA,,,,
1457,W,EDGEWATER,,,65,HONEY LOCUST,20.7,3.0,62,ETNA,,,,
1449,W,EDGEWATER,,,94,HONEY LOCUST,29.9,3.0,90,ETNA,,,,
1447,W,EDGEWATER,,,83,HONEY LOCUST,26.4,3.0,79,ETNA,,,,
1439,W,EDGEWATER,,,98,HONEY LOCUST,31.2,3.0,94,ETNA,,,,
1437,W,EDGEWATER,,,65,SIBERIAN ELM,20.7,2.0,41,ETNA,,,,
1435,W,EDGEWATER,,,75,SILVER MAPLE,23.9,3.0,72,ETNA,,,,
1433,W,EDGEWATER,,,75,SILVER MAPLE,23.9,3.0,72,ETNA,,,,
1431,W,EDGEWATER,,,56,HONEY LOCUST,17.8,3.0,53,ETNA,,,,
1423,W,EDGEWATER,,,89,CATALPA,28.3,2.0,57,ETNA,,,,
1421,W,EDGEWATER,,,65,HONEY LOCUST,20.7,3.0,62,ETNA,,,,
1419,W,EDGEWATER,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1415,W,EDGEWATER,,,70,HONEY LOCUST,22.3,3.0,67,ETNA,,,,
1405,W,EDGEWATER,,,91,SILVER MAPLE,29,3.0,87,ETNA,,,,
1436,W,VICTORIA,,,84,HONEY LOCUST,26.8,3.0,80,ETNA,,,,
1442,W,VICTORIA,,,97,HONEY LOCUST,30.9,3.0,93,ETNA,,,,
1454,W,VICTORIA,,,65,HONEY LOCUST,20.7,3.0,62,ETNA,,,,
1458,W,VICTORIA,,,76,HONEY LOCUST,24.2,3.0,73,ETNA,,,,
1462,W,VICTORIA,,,61,HONEY LOCUST,19.4,3.0,58,ETNA,,,,
BROKEN! NEEDS FIXING: 1464,W,VICTORIA,,,85,COMMON LIME,27.1,,0,ETNA,,,,
1504,W,VICTORIA,,,68,HONEY LOCUST,21.7,3.0,65,ETNA,,,,
1512,W,VICTORIA,,,137,SIBERIAN ELM,43.6,2.0,87,ETNA,,,,
1522,W,VICTORIA,,,67,HONEY LOCUST,21.3,3.0,64,ETNA,,,,
1532,W,VICTORIA,,,68,GREEN ASH,21.7,5.0,109,ETNA,,,,
1536,W,VICTORIA,,,56,NORWAY MAPLE,17.8,4.5,80,ETNA,,,,
1544,W,VICTORIA,,,74,HONEY LOCUST,23.6,3.0,71,ETNA,,,,
1552,W,VICTORIA,,,76,SILVER MAPLE,24.2,3.0,73,ETNA,,,,
1531,W,VICTORIA,,,81,HONEY LOCUST,25.8,3.0,77,ETNA,,,,
1529,W,VICTORIA,,,78,HONEY LOCUST,24.8,3.0,74,ETNA,,,,
1523,W,VICTORIA,,,74,HONEY LOCUST,23.6,3.0,71,ETNA,,,,
1513,W,VICTORIA,,,88,HONEY LOCUST,28,3.0,84,ETNA,,,,
1505,W,VICTORIA,,,89,HONEY LOCUST,28.3,3.0,85,ETNA,,,,
1503,W,VICTORIA,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
1463,W,VICTORIA,,,71,SILVER MAPLE,22.6,3.0,68,ETNA,,,,
1461,W,VICTORIA,,,106,SILVER MAPLE,33.8,3.0,101,ETNA,,,,
1453,W,VICTORIA,,,63,HONEY LOCUST,20.1,3.0,60,ETNA,,,,
1451,W,VICTORIA,,,65,HONEY LOCUST,20.7,3.0,62,ETNA,,,,
1447,W,VICTORIA,,,116,SILVER MAPLE,36.9,3.0,111,ETNA,,,,
1445,W,VICTORIA,,,99,SILVER MAPLE,31.5,3.0,95,ETNA,,,,
1439,W,VICTORIA,,,86,HONEY LOCUST,27.4,3.0,82,ETNA,,,,
1433,W,VICTORIA,,,80,SILVER MAPLE,25.5,3.0,77,ETNA,,,,
1431,W,VICTORIA,,,73,HONEY LOCUST,23.2,3.0,70,ETNA,,,,
1429,W,VICTORIA,,,57,HONEY LOCUST,18.2,3.0,55,ETNA,,,,
1516,W,ARDMORE,,,95,SILVER MAPLE,30.3,3.0,91,ETNA,,,,
1526,W,ARDMORE,,,66,SIBERIAN ELM,21,2.0,42,ETNA,,,,
1544,W,ARDMORE,,,79,SILVER MAPLE,25.2,3.0,76,ETNA,,,,
1537,W,ARDMORE,,,61,SILVER MAPLE,19.4,3.0,58,ETNA,,,,
1531,W,ARDMORE,,,83,CATALPA,26.4,2.0,53,ETNA,,,,
1529,W,ARDMORE,,,67,SILVER MAPLE,21.3,3.0,64,ETNA,,,,
1517,W,ARDMORE,,,83,HONEY LOCUST,26.4,3.0,79,ETNA,,,,
1515,W,ARDMORE,,,59,HONEY LOCUST,18.8,3.0,56,ETNA,,,,
1507,W,ARDMORE,,,62,HONEY LOCUST,19.7,3.0,59,ETNA,,,,
1503,W,ARDMORE,,,67,HONEY LOCUST,21.3,3.0,64,ETNA,,,,
1501,W,ARDMORE,,,76,SILVER MAPLE,24.2,3.0,73,ETNA,,,,
5718,N,GLENWOOD,,,79,SILVER MAPLE,25.2,3.0,76,ETNA,,,,
5708,N,GLENWOOD,,,74,SILVER MAPLE,23.6,3.0,71,ETNA,,,,
BROKEN! NEEDS FIXING: 5706,N,GLENWOOD,,,114,,36.3,4.0,145,ETNA,,,,
5704,N,GLENWOOD,,,68,HONEY LOCUST,21.7,3.0,65,ETNA,,,,
5644,N,GLENWOOD,,,116,SIBERIAN ELM,36.9,2.0,74,ETNA,,,,
5636,N,GLENWOOD,,,58,SIBERIAN ELM,18.5,2.0,37,ETNA,,,,
5630,N,GLENWOOD,,,98,SILVER MAPLE,31.2,3.0,94,ETNA,,,,
5620,N,GLENWOOD,,,89,SILVER MAPLE,28.3,3.0,85,ETNA,,,,
5618,N,GLENWOOD,,,101,SILVER MAPLE,32.2,3.0,97,ETNA,,,,
5609,N,GLENWOOD,,,56,NORWAY MAPLE,17.8,4.5,80,ETNA,,,,
5621,N,GLENWOOD,,,75,SILVER MAPLE,23.9,3.0,72,ETNA,,,,
5637,N,GLENWOOD,,,82,HONEY LOCUST,26.1,3.0,78,ETNA,,,,
5645,N,GLENWOOD,,,72,HONEY LOCUST,22.9,3.0,69,ETNA,,,,
5647,N,GLENWOOD,,,84,HONEY LOCUST,26.8,3.0,80,ETNA,,,,
5651,N,GLENWOOD,,,83,SILVER MAPLE,26.4,3.0,79,ETNA,,,,
5655,N,GLENWOOD,,,110,SILVER MAPLE,35,3.0,105,ETNA,,,,
5709,N,GLENWOOD,,,55,HONEY LOCUST,17.5,3.0,53,ETNA,,,,
5711,N,GLENWOOD,,,64,HONEY LOCUST,20.4,3.0,61,ETNA,,,,
BROKEN! NEEDS FIXING: 5715,N,GLENWOOD,,,82,AMERICAN BASSWEED,26.1,,0,ETNA,,,,
BROKEN! NEEDS FIXING: 5717,N,GLENWOOD,,,58,AMERICAN BASSWEED,18.5,,0,ETNA,,,,
5702,N,WAYNE,,,98,SILVER MAPLE,31.2,3.0,94,ETNA,,,,
5654,N,WAYNE,,,82,SIBERIAN ELM,26.1,2.0,52,ETNA,,,,
BROKEN! NEEDS FIXING: 5652,N,WAYNE,,,86,,27.4,4.0,110,ETNA,,,,
BROKEN! NEEDS FIXING: 5644,N,WAYNE,,,126,AMERICAN BASSWEED,40.1,,0,ETNA,,,,
5642,N,WAYNE,,,56,NORWAY MAPLE,17.8,4.5,80,ETNA,,,,
5634,N,WAYNE,,,124,SILVER MAPLE,39.5,3.0,119,ETNA,,,,
5632,N,WAYNE,,,84,NORWAY MAPLE,26.8,4.5,121,ETNA,,,,
5622,N,WAYNE,,,65,NORWAY MAPLE,20.7,4.5,93,ETNA,,,,
5620,N,WAYNE,,,71,CATALPA,22.6,2.0,45,ETNA,,,,
5614,N,WAYNE,,,69,GREEN ASH,22,5.0,110,ETNA,,,,
BROKEN! NEEDS FIXING: 5612,N,WAYNE,,,73,TREE OF HEN,23.2,,0,ETNA,,,,
5610,N,WAYNE,,,73,SILVER MAPLE,23.2,3.0,70,ETNA,,,,
5619,N,WAYNE,,,89,SILVER MAPLE,28.3,3.0,85,ETNA,,,,
5621,N,WAYNE,,,63,SILVER MAPLE,20.1,3.0,60,ETNA,,,,
5627,N,WAYNE,,,90,SILVER MAPLE,28.7,3.0,86,ETNA,,,,
5629,N,WAYNE,,,79,SILVER MAPLE,25.2,3.0,76,ETNA,,,,
5643,N,WAYNE,,,117,SILVER MAPLE,37.3,3.0,112,ETNA,,,,
5657,N,WAYNE,,,98,SILVER MAPLE,31.2,3.0,94,ETNA,,,,
5772,N,RIDGE,,,69,HONEY LOCUST,22,3.0,66,ETNA,,,,END ETNA
1318,W,CATALPA,,,62,NORWAY MAPLE,20,4.5,89,LBRC,W OF ALLEY,,,BEGIN LBRC
1318,W,CATALPA,,,59.5,NORWAY MAPLE,19,4.5,85,LBRC,NE CORNER,,,
5507,N,WAYNE,,,109.5,AMERICAN ELM,35,4.0,139,LBRC,,,,
5515,N,WAYNE,,,87.5,HONEY LOCUST,28,3.0,84,LBRC,,,,
5517,N,WAYNE,,,100,HONEY LOCUST,32,3.0,96,LBRC,,,,
5521,N,WAYNE,,,107,HONEY LOCUST,34,3.0,102,LBRC,,,,
5527,N,WAYNE,,,81,HONEY LOCUST,26,3.0,77,LBRC,,,,
5531,N,WAYNE,,,91,HONEY LOCUST,29,3.0,87,LBRC,,,,
5539,N,WAYNE,,,87,HONEY LOCUST,28,3.0,83,LBRC,,,,
5539,N,WAYNE,,,72,HONEY LOCUST,23,3.0,69,LBRC,,,,
5545,N,WAYNE,,,94,HONEY LOCUST,30,3.0,90,LBRC,,,,
5553,N,WAYNE,,,86,HONEY LOCUST,27,3.0,82,LBRC,,,,
5557,N,WAYNE,,,95,HONEY LOCUST,30,3.0,91,LBRC,,,,
5556,N,WAYNE,,,89.5,HONEY LOCUST,29,3.0,86,LBRC,,,,
5534,N,WAYNE,,,57,SILVER MAPLE,18,3.0,54,LBRC,,,,
5530,N,WAYNE,,,92.5,HONEY LOCUST,29,3.0,88,LBRC,,,,
5526,N,WAYNE,,,99.5,HONEY LOCUST,32,3.0,95,LBRC,,,,
5518,N,WAYNE,,,68,NORWAY MAPLE,22,4.5,97,LBRC,,,,
5510,N,WAYNE,,,95,NORWAY MAPLE,30,4.5,136,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,67,NORWAY MAPLE,21,4.5,96,LBRC,CATALPA W OF WAYNE,,,
BROKEN! NEEDS FIXING: 0,,,,,72.5,HONEY LOCUST,23,3.0,69,LBRC,EAST OF ALLEY;CATALPA NEAR GLENWOOD,,,
5507,N,LAKEWOOD,,,63,HONEY LOCUST,20,3.0,60,LBRC,,,,
5511,N,LAKEWOOD,,,95,SILVER MAPLE,30,3.0,91,LBRC,,,,
5521,N,LAKEWOOD,,,98,SILVER MAPLE,31,3.0,94,LBRC,,,,
5525,N,LAKEWOOD,,,101,SILVER MAPLE,32,3.0,96,LBRC,,,,
5535,N,LAKEWOOD,,,74,HONEY LOCUST,24,3.0,71,LBRC,,,,
5539,N,LAKEWOOD,,,84,SILVER MAPLE,27,3.0,80,LBRC,,,,
5539,N,LAKEWOOD,,,73,SILVER MAPLE,23,3.0,70,LBRC,,,,
5543,N,LAKEWOOD,,,76,SILVER MAPLE,24,3.0,73,LBRC,,,,
5553,N,LAKEWOOD,,,74,SILVER MAPLE,24,3.0,71,LBRC,,,,
5559,N,LAKEWOOD,,,68,SILVER MAPLE,22,3.0,65,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,51,HONEY LOCUST,16,3.0,49,LBRC,CORNER; LAKEWOOD/BALMORAL,,,
1255,W,BRYN MAWR,,,70,HONEY LOCUST,22,3.0,67,LBRC,,,,
1253,W,BRYN MAWR,,,86,SILVER MAPLE,27,3.0,82,LBRC,,,,
5560,N,LAKEWOOD,,,54,HONEY LOCUST,17,3.0,52,LBRC,,,,
5548,N,LAKEWOOD,,,63,NORWAY MAPLE,20,4.5,90,LBRC,,,,
5542,N,LAKEWOOD,,,91,SILVER MAPLE,29,3.0,87,LBRC,,,,
5538,N,LAKEWOOD,,,93,SILVER MAPLE,30,3.0,89,LBRC,,,,
5538,N,LAKEWOOD,,,77,HORSE CHESTNUT,25,8.0,196,LBRC,IN FRONT YARD,,,
5536,N,LAKEWOOD,,,84,HONEY LOCUST,27,3.0,80,LBRC,,,,
5526,N,LAKEWOOD,,,67,SILVER MAPLE,21,3.0,64,LBRC,,,,
5526,N,LAKEWOOD,,,109,HONEY LOCUST,35,3.0,104,LBRC,,,,
5518,N,LAKEWOOD,,,69,HONEY LOCUST,22,3.0,66,LBRC,,,,
5516,N,LAKEWOOD,,,60,NORWAY MAPLE,19,4.5,86,LBRC,,,,
5510,N,LAKEWOOD,,,63,NORWAY MAPLE,20,4.5,90,LBRC,,,,
5507,N,LAKEWOOD,,,60,HONEY LOCUST,19,3.0,57,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,81,HONEY LOCUST,26,3.0,77,LBRC,ON CORNER; CATALPA/LAKEWOOD,,,
1255,W,CATALPA,,,59,HONEY LOCUST,19,3.0,56,LBRC,,,,
1252,W,CATALPA,,,125,SILVER MAPLE,40,3.0,119,LBRC,,,,
1248,W,CATALPA,,,55,NORWAY MAPLE,18,4.5,79,LBRC,,,,
5542,N,LAKEWOOD,,,94,LARGE LEAF LINDEN,30,3.0,90,LBRC,BACK YARD,?? NOT SURE OF THE GROWTH FACTOR,,
5526,N,MAGNOLIA,,,95,SILVER MAPLE,30,3.0,91,LBRC,NORTH END OF CONVENT BLDG,,,
5538,N,MAGNOLIA,,,68,SILVER MAPLE,22,3.0,65,LBRC,,,,
5540,N,MAGNOLIA,,,73,SILVER MAPLE,23,3.0,70,LBRC,,,,
5544,N,MAGNOLIA,,,112,AMERICAN SYCAMORE,36,4.0,143,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,67,HONEY LOCUST,21,3.0,64,LBRC,"OUTSIDE PARK, WEST",COCHRAN PARK,,
BROKEN! NEEDS FIXING: 0,,,,,69,HONEY LOCUST,22,3.0,66,LBRC,"OUTSIDE PARK, WEST",COCHRAN PARK,,
BROKEN! NEEDS FIXING: 0,,,,,60,LITTLE LEAF LINDEN,19,3.0,57,LBRC,IN PARK,COCHRAN PARK,,
BROKEN! NEEDS FIXING: 0,,,,,67,HONEY LOCUST,21,3.0,64,LBRC,IN PARK,COCHRAN PARK; DISEASED,,
BROKEN! NEEDS FIXING: 0,,,,,58,HONEY LOCUST,18,3.0,55,LBRC,IN PARK,COCHRAN PARK,,
BROKEN! NEEDS FIXING: 0,,,,,57,HONEY LOCUST,18,3.0,54,LBRC,IN PARK,COCHRAN PARK,,
1238,W,BRYN MAWR,,,63,HONEY LOCUST,20,3.0,60,LBRC,,,,
1238,W,BRYN MAWR,,,63,HONEY LOCUST,20,3.0,60,LBRC,,,,
1232,W,BRYN MAWR,,,57,HONEY LOCUST,18,3.0,54,LBRC,,,,
5553,N,MAGNOLIA,,,79,HONEY LOCUST,25,3.0,75,LBRC,,,,
5541,N,MAGNOLIA,,,79,AMERICAN SYCAMORE,25,4.0,101,LBRC,,,,
5537,N,MAGNOLIA,,,78,HONEY LOCUST,25,3.0,75,LBRC,,,,
